ID,F_p,638 Red(Peak)
2138,26,26
2139,16,16
2140,48,48
2141,20,20
2142,29,29
2143,0,0
2144,3,3
2145,135,135
2146,50,50
2147,40,40
2148,11,11
2149,8,8
2150,52,52
2151,53,53
2152,12,12
2153,14,14
2154,53,53
2155,16,16
2156,23,23
2157,89,89
2158,55,55
2159,31,31
2160,32,32
2161,7,7
2162,52,52
2163,66,66
2164,33,33
2165,11,11
2166,38,38
2167,17,17
2168,19,19
2169,0,0
2170,27,27
2171,9,9
2172,51,51
2173,7,7
2174,25,25
2175,13,13
2176,79,79
2177,141,141
2178,0,0
2179,18,18
2180,38,38
2181,35,35
2182,48,48
2183,2,2
2184,26,26
2185,24,24
2186,21,21
2187,62,62
2188,49,49
2189,2,2
2190,38,38
2191,68,68
2192,46,46
2193,17,17
2194,6,6
2195,27,27
2196,19,19
2197,11,11
2198,61,61
2199,8,8
2200,27,27
2201,0,0
2202,19,19
2203,74,74
2204,134,134
2205,45,45
2206,74,74
2207,87,87
2208,51,51
2209,8,8
2210,24,24
2211,23,23
2212,4,4
2213,50,50
2214,7,7
2215,63,63
2216,47,47
2217,24,24
2218,19,19
2219,0,0
2220,14,14
2221,17,17
2222,3,3
2223,24,24
2224,73,73
2225,27,27
2226,25,25
2227,6,6
2228,66,66
2229,37,37
2230,24,24
2231,16,16
2232,50,50
2233,14,14
2234,56,56
2235,34,34
2236,49,49
2237,10,10
2238,35,35
2239,54,54
2240,41,41
2241,58,58
2242,0,0
2243,20,20
2244,54,54
2245,24,24
2246,5,5
2247,7,7
2248,0,0
2249,43,43
2250,6,6
2251,49,49
2252,53,53
2253,15,15
2254,0,0
2255,0,0
2256,15,15
2257,49,49
2258,17,17
2259,7,7
2260,29,29
2261,22,22
2262,14,14
2263,22,22
2264,30,30
2265,0,0
2266,46,46
2267,50,50
2268,56,56
2269,16,16
2270,16,16
2271,27,27
2272,11,11
2273,7,7
2274,6,6
2275,86,86
2276,51,51
2277,36,36
2278,26,26
2279,15,15
2280,0,0
2281,12,12
2282,22,22
2283,5,5
2284,54,54
2285,39,39
2286,39,39
2287,27,27
2288,21,21
2289,24,24
2290,20,20
2291,25,25
2292,64,64
2293,0,0
2294,66,66
2295,43,43
2296,56,56
2297,10,10
2298,44,44
2299,0,0
2300,29,29
2301,7,7
2302,12,12
2303,0,0
2304,106,106
2305,56,56
2306,72,72
2307,57,57
2308,22,22
2309,8,8
2310,18,18
2311,36,36
2312,21,21
2313,60,60
2314,0,0
2315,95,95
2316,36,36
2317,52,52
2318,9,9
2319,22,22
2320,61,61
2321,35,35
2322,7,7
2323,60,60
2324,12,12
2325,56,56
2326,64,64
2327,19,19
2328,15,15
2329,24,24
2330,40,40
2331,11,11
2332,22,22
2333,49,49
2334,52,52
2335,17,17
2336,34,34
2337,0,0
2338,24,24
2339,25,25
2340,36,36
2341,57,57
2342,35,35
2343,25,25
2344,14,14
2345,60,60
2346,43,43
2347,24,24
2348,4,4
2349,56,56
2350,26,26
2351,41,41
2352,17,17
2353,17,17
2354,0,0
2355,8,8
2356,17,17
2357,12,12
2358,0,0
2359,0,0
2360,64,64
2361,8,8
2362,12,12
2363,53,53
2364,26,26
2365,41,41
2366,35,35
2367,22,22
2368,25,25
2369,24,24
2370,20,20
2371,42,42
2372,52,52
2373,33,33
2374,8,8
2375,0,0
2376,2,2
2377,9,9
2378,10,10
2379,42,42
2380,37,37
2381,0,0
2382,15,15
2383,52,52
2384,27,27
2385,16,16
2386,1,1
2387,84,84
2388,76,76
2389,42,42
2390,69,69
2391,53,53
2392,112,112
2393,0,0
2394,5,5
2395,15,15
2396,42,42
2397,61,61
2398,92,92
2399,4,4
2400,40,40
2401,19,19
2402,86,86
2403,64,64
2404,55,55
2405,44,44
2406,0,0
2407,17,17
2408,50,50
2409,19,19
2410,22,22
2411,5,5
2412,29,29
2413,2,2
2414,143,143
2415,74,74
2416,39,39
2417,40,40
2418,15,15
2419,17,17
2420,38,38
2421,4,4
2422,64,64
2423,27,27
2424,10,10
2425,38,38
2426,30,30
2427,19,19
2428,37,37
2429,33,33
2430,40,40
2431,24,24
2432,13,13
2433,9,9
2434,114,114
2435,41,41
2436,0,0
2437,54,54
2438,32,32
2439,14,14
2440,40,40
2441,11,11
2442,12,12
2443,1,1
2444,36,36
2445,38,38
2446,15,15
2447,12,12
2448,69,69
2449,77,77
2450,43,43
2451,37,37
2452,20,20
2453,21,21
2454,84,84
2455,18,18
2456,36,36
2457,36,36
2458,10,10
2459,24,24
2460,20,20
2461,15,15
2462,31,31
2463,52,52
2464,69,69
2465,0,0
2466,61,61
2467,1,1
2468,8,8
2469,2,2
2470,34,34
2471,0,0
2472,23,23
2473,22,22
2474,15,15
2475,18,18
2476,55,55
2477,0,0
2478,32,32
2479,23,23
2480,0,0
2481,27,27
2482,108,108
2483,41,41
2484,46,46
2485,27,27
2486,16,16
2487,76,76
2488,15,15
2489,45,45
2490,38,38
2491,7,7
2492,71,71
2493,88,88
2494,9,9
2495,7,7
2496,31,31
2497,0,0
2498,3,3
2499,26,26
2500,39,39
2501,0,0
2502,44,44
2503,0,0
2504,80,80
2505,24,24
2506,36,36
2507,0,0
2508,32,32
2509,98,98
2510,78,78
2511,18,18
2512,10,10
2513,24,24
2514,0,0
2515,84,84
2516,27,27
2517,10,10
2518,28,28
2519,71,71
2520,84,84
2521,67,67
2522,28,28
2523,0,0
2524,40,40
2525,72,72
2526,0,0
2527,8,8
2528,84,84
2529,42,42
2530,1,1
2531,74,74
2532,22,22
2533,19,19
2534,28,28
2535,47,47
2536,12,12
2537,13,13
2538,19,19
2539,15,15
2540,56,56
2541,134,134
2542,46,46
2543,20,20
2544,32,32
2545,27,27
2546,86,86
2547,3,3
2548,0,0
2549,17,17
2550,0,0
2551,34,34
2552,5,5
2553,32,32
2554,20,20
2555,69,69
2556,33,33
2557,41,41
2558,50,50
2559,22,22
2560,23,23
2561,36,36
2562,31,31
2563,3,3
2564,19,19
2565,3,3
2566,33,33
2567,4,4
2568,5,5
2569,56,56
2570,5,5
2571,4,4
2572,31,31
2573,51,51
2574,29,29
2575,5,5
2576,9,9
2577,52,52
2578,27,27
2579,33,33
2580,29,29
2581,4,4
2582,46,46
2583,61,61
2584,33,33
2585,42,42
2586,25,25
2587,20,20
2588,10,10
2589,61,61
2590,82,82
2591,31,31
2592,8,8
2593,3,3
2594,41,41
2595,0,0
2596,14,14
2597,63,63
2598,32,32
2599,4,4
2600,58,58
2601,25,25
2602,64,64
2603,17,17
2604,0,0
2605,34,34
2606,50,50
2607,69,69
2608,53,53
2609,48,48
2610,6,6
2611,24,24
2612,0,0
2613,9,9
2614,71,71
2615,4,4
2616,65,65
2617,34,34
2618,38,38
2619,16,16
2620,33,33
2621,1,1
2622,0,0
2623,65,65
2624,12,12
2625,59,59
2626,91,91
2627,0,0
2628,14,14
2629,28,28
2630,46,46
2631,96,96
2632,12,12
2633,45,45
2634,35,35
2635,17,17
2636,49,49
2637,27,27
2638,11,11
2639,0,0
2640,51,51
2641,2,2
2642,5,5
2643,14,14
2644,26,26
2645,7,7
2646,38,38
2647,47,47
2648,26,26
2649,6,6
2650,22,22
2651,19,19
2652,55,55
2653,7,7
2654,35,35
2655,0,0
2656,13,13
2657,25,25
2658,7,7
2659,493,493
2660,74,74
2661,35,35
2662,41,41
2663,0,0
2664,29,29
2665,9,9
2666,22,22
2667,45,45
2668,0,0
2669,8,8
2670,17,17
2671,21,21
2672,25,25
2673,0,0
2674,66,66
2675,9,9
2676,7,7
2677,47,47
2678,17,17
2679,3,3
2680,26,26
2681,54,54
2682,19,19
2683,29,29
2684,18,18
2685,28,28
2686,13,13
2687,15,15
2688,74,74
2689,17,17
2690,50,50
2691,9,9
2692,46,46
2693,27,27
2694,100,100
2695,52,52
2696,30,30
2697,5,5
2698,24,24
2699,22,22
2700,42,42
2701,34,34
2702,14,14
2703,24,24
2704,53,53
2705,21,21
2706,42,42
2707,4,4
2708,30,30
2709,37,37
2710,32,32
2711,14,14
2712,27,27
2713,31,31
2714,15,15
2715,11,11
2716,18,18
2717,79,79
2718,43,43
2719,63,63
2720,108,108
2721,40,40
2722,48,48
2723,39,39
2724,97,97
2725,21,21
2726,22,22
2727,32,32
2728,39,39
2729,61,61
2730,57,57
2731,24,24
2732,47,47
2733,3,3
2734,20,20
2735,3,3
2736,16,16
2737,53,53
2738,10,10
2739,11,11
2740,32,32
2741,12,12
2742,12,12
2743,0,0
2744,18,18
2745,28,28
2746,43,43
2747,36,36
2748,31,31
2749,17,17
2750,126,126
2751,37,37
2752,20,20
2753,42,42
2754,0,0
2755,53,53
2756,18,18
2757,47,47
2758,30,30
2759,0,0
2760,53,53
2761,8,8
2762,12,12
2763,12,12
2764,35,35
2765,33,33
2766,85,85
2767,34,34
2768,2,2
2769,23,23
2770,60,60
2771,0,0
2772,32,32
2773,61,61
2774,39,39
2775,26,26
2776,82,82
2777,17,17
2778,2,2
2779,31,31
2780,24,24
2781,55,55
2782,17,17
2783,61,61
2784,20,20
2785,30,30
2786,3,3
2787,12,12
2788,22,22
2789,2,2
2790,0,0
2791,60,60
2792,38,38
2793,28,28
2794,28,28
2795,27,27
2796,3,3
2797,9,9
2798,4,4
2799,40,40
2800,18,18
2801,39,39
2802,88,88
2803,21,21
2804,22,22
2805,11,11
2806,33,33
2807,12,12
2808,54,54
2809,8,8
2810,28,28
2811,3,3
2812,65,65
2813,24,24
2814,29,29
2815,198,198
2816,6,6
2817,7,7
2818,26,26
2819,193,193
2820,0,0
2821,18,18
2822,53,53
2823,30,30
2824,0,0
2825,55,55
2826,16,16
2827,19,19
2828,33,33
2829,0,0
2830,1,1
2831,0,0
2832,12,12
2833,7,7
2834,8,8
2835,19,19
2836,13,13
2837,49,49
2838,59,59
2839,22,22
2840,59,59
2841,22,22
2842,50,50
2843,24,24
2844,57,57
2845,6,6
2846,11,11
2847,25,25
2848,5,5
2849,7,7
2850,34,34
2851,117,117
2852,0,0
2853,85,85
2854,8,8
2855,56,56
2856,117,117
2857,21,21
2858,23,23
2859,2,2
2860,25,25
2861,16,16
2862,37,37
2863,49,49
2864,35,35
2865,18,18
2866,42,42
2867,50,50
2868,0,0
2869,0,0
2870,19,19
2871,20,20
2872,22,22
2873,2,2
2874,77,77
2875,20,20
2876,40,40
2877,5,5
2878,16,16
2879,101,101
2880,5,5
2881,53,53
2882,40,40
2883,38,38
2884,78,78
2885,40,40
2886,0,0
2887,46,46
2888,53,53
2889,11,11
2890,2,2
2891,14,14
2892,0,0
2893,17,17
2894,2,2
2895,49,49
2896,6,6
2897,43,43
2898,173,173
2899,14,14
2900,6,6
2901,42,42
2902,59,59
2903,21,21
2904,0,0
2905,22,22
2906,33,33
2907,6,6
2908,37,37
2909,18,18
2910,6,6
2911,33,33
2912,21,21
2913,35,35
2914,17,17
2915,50,50
2916,3,3
2917,9,9
2918,3,3
2919,11,11
2920,54,54
2921,13,13
2922,29,29
2923,30,30
2924,28,28
2925,15,15
2926,25,25
2927,56,56
2928,100,100
2929,67,67
2930,4,4
2931,46,46
2932,0,0
2933,0,0
2934,20,20
2935,0,0
2936,11,11
2937,0,0
2938,82,82
2939,17,17
2940,10,10
2941,48,48
2942,17,17
2943,58,58
2944,73,73
2945,14,14
2946,33,33
2947,0,0
2948,19,19
2949,16,16
2950,48,48
2951,5,5
2952,10,10
2953,19,19
2954,62,62
2955,24,24
2956,36,36
2957,32,32
2958,32,32
2959,21,21
2960,11,11
2961,12,12
2962,44,44
2963,22,22
2964,10,10
2965,58,58
2966,0,0
2967,12,12
2968,42,42
2969,14,14
2970,19,19
2971,12,12
2972,49,49
2973,174,174
2974,43,43
2975,18,18
2976,18,18
2977,7,7
2978,19,19
2979,12,12
2980,12,12
2981,6,6
2982,24,24
2983,30,30
2984,33,33
2985,12,12
2986,11,11
2987,33,33
2988,14,14
2989,36,36
2990,53,53
2991,43,43
2992,62,62
2993,59,59
2994,28,28
2995,0,0
2996,0,0
2997,0,0
2998,22,22
2999,46,46
3000,10,10
3001,45,45
3002,28,28
3003,30,30
3004,29,29
3005,5,5
3006,17,17
3007,20,20
3008,21,21
3009,73,73
3010,39,39
3011,21,21
3012,21,21
3013,25,25
3014,19,19
3015,12,12
3016,81,81
3017,46,46
3018,12,12
3019,94,94
3020,51,51
3021,4,4
3022,57,57
3023,19,19
3024,23,23
3025,6,6
3026,20,20
3027,12,12
3028,92,92
3029,0,0
3030,19,19
3031,36,36
3032,59,59
3033,25,25
3034,36,36
3035,8,8
3036,7,7
3037,11,11
3038,26,26
3039,43,43
3040,14,14
3041,2,2
3042,42,42
3043,39,39
3044,26,26
3045,43,43
3046,26,26
3047,43,43
3048,1,1
3049,41,41
3050,55,55
3051,20,20
3052,32,32
3053,63,63
3054,13,13
3055,21,21
3056,30,30
3057,79,79
3058,37,37
3059,17,17
3060,0,0
3061,29,29
3062,0,0
3063,86,86
3064,17,17
3065,0,0
3066,23,23
3067,6,6
3068,130,130
3069,63,63
3070,12,12
3071,79,79
3072,21,21
3073,38,38
3074,37,37
3075,71,71
3076,27,27
3077,26,26
3078,101,101
3079,66,66
3080,86,86
3081,23,23
3082,13,13
3083,15,15
3084,43,43
3085,48,48
3086,24,24
3087,32,32
3088,55,55
3089,23,23
3090,16,16
3091,7,7
3092,8,8
3093,37,37
3094,0,0
3095,9,9
3096,35,35
3097,5,5
3098,39,39
3099,27,27
3100,51,51
3101,27,27
3102,102,102
3103,20,20
3104,62,62
3105,18,18
3106,35,35
3107,9,9
3108,25,25
3109,22,22
3110,0,0
3111,23,23
3112,32,32
3113,49,49
3114,15,15
3115,24,24
3116,28,28
3117,71,71
3118,44,44
3119,19,19
3120,36,36
3121,5,5
3122,38,38
3123,1,1
3124,31,31
3125,8,8
3126,57,57
3127,16,16
3128,26,26
3129,32,32
3130,43,43
3131,33,33
3132,47,47
3133,30,30
3134,0,0
3135,57,57
3136,33,33
3137,19,19
3138,12,12
3139,0,0
3140,66,66
3141,53,53
3142,50,50
3143,20,20
3144,38,38
3145,138,138
3146,40,40
3147,8,8
3148,19,19
3149,16,16
3150,0,0
3151,19,19
3152,17,17
3153,30,30
3154,12,12
3155,69,69
3156,13,13
3157,43,43
3158,37,37
3159,16,16
3160,1,1
3161,14,14
3162,0,0
3163,5,5
3164,76,76
3165,37,37
3166,53,53
3167,0,0
3168,54,54
3169,10,10
3170,62,62
3171,0,0
3172,30,30
3173,6,6
3174,33,33
3175,27,27
3176,0,0
3177,54,54
3178,20,20
3179,4,4
3180,36,36
3181,26,26
3182,0,0
3183,43,43
3184,39,39
3185,83,83
3186,68,68
3187,21,21
3188,18,18
3189,34,34
3190,38,38
3191,25,25
3192,19,19
3193,14,14
3194,43,43
3195,59,59
3196,10,10
3197,2,2
3198,62,62
3199,0,0
3200,9,9
3201,8,8
3202,10,10
3203,27,27
3204,50,50
3205,6,6
3206,24,24
3207,0,0
3208,55,55
3209,31,31
3210,14,14
3211,36,36
3212,36,36
3213,11,11
3214,46,46
3215,14,14
3216,32,32
3217,0,0
3218,28,28
3219,71,71
3220,53,53
3221,87,87
3222,6,6
3223,32,32
3224,40,40
3225,14,14
3226,21,21
3227,9,9
3228,30,30
3229,59,59
3230,26,26
3231,48,48
3232,5,5
3233,41,41
3234,20,20
3235,31,31
3236,5,5
3237,20,20
3238,80,80
3239,28,28
3240,23,23
3241,34,34
3242,33,33
3243,3,3
3244,12,12
3245,63,63
3246,29,29
3247,44,44
3248,10,10
3249,35,35
3250,18,18
3251,43,43
3252,3,3
3253,11,11
3254,1,1
3255,3,3
3256,22,22
3257,22,22
3258,48,48
3259,27,27
3260,13,13
3261,36,36
3262,0,0
3263,27,27
3264,30,30
3265,55,55
3266,0,0
3267,39,39
3268,9,9
3269,49,49
3270,0,0
3271,26,26
3272,27,27
3273,64,64
3274,0,0
3275,11,11
3276,45,45
3277,16,16
3278,38,38
3279,16,16
3280,79,79
3281,21,21
3282,29,29
3283,24,24
3284,12,12
3285,31,31
3286,50,50
3287,3,3
3288,37,37
3289,10,10
3290,92,92
3291,2,2
3292,51,51
3293,8,8
3294,18,18
3295,0,0
3296,21,21
3297,53,53
3298,86,86
3299,87,87
3300,51,51
3301,35,35
3302,59,59
3303,112,112
3304,17,17
3305,30,30
3306,61,61
3307,12,12
3308,27,27
3309,35,35
3310,0,0
3311,0,0
3312,67,67
3313,14,14
3314,7,7
3315,31,31
3316,31,31
3317,31,31
3318,13,13
3319,23,23
3320,30,30
3321,15,15
3322,0,0
3323,75,75
3324,104,104
3325,25,25
3326,12,12
3327,10,10
3328,0,0
3329,72,72
3330,50,50
3331,26,26
3332,27,27
3333,4,4
3334,25,25
3335,53,53
3336,26,26
3337,11,11
3338,2,2
3339,6,6
3340,29,29
3341,7,7
3342,21,21
3343,71,71
3344,36,36
3345,14,14
3346,54,54
3347,12,12
3348,18,18
3349,0,0
3350,5,5
3351,25,25
3352,0,0
3353,50,50
3354,57,57
3355,191,191
3356,18,18
3357,1,1
3358,32,32
3359,29,29
3360,17,17
3361,8,8
3362,14,14
3363,34,34
3364,20,20
3365,19,19
3366,50,50
3367,59,59
3368,21,21
3369,26,26
3370,31,31
3371,48,48
3372,58,58
3373,39,39
3374,0,0
3375,32,32
3376,38,38
3377,25,25
3378,0,0
3379,19,19
3380,25,25
3381,3,3
3382,27,27
3383,9,9
3384,23,23
3385,19,19
3386,26,26
3387,15,15
3388,51,51
3389,83,83
3390,21,21
3391,0,0
3392,7,7
3393,55,55
3394,40,40
3395,59,59
3396,78,78
3397,0,0
3398,25,25
3399,26,26
3400,29,29
3401,12,12
3402,50,50
3403,0,0
3404,41,41
3405,138,138
3406,22,22
3407,27,27
3408,25,25
3409,143,143
3410,10,10
3411,40,40
3412,46,46
3413,17,17
3414,25,25
3415,57,57
3416,12,12
3417,24,24
3418,82,82
3419,27,27
3420,7,7
3421,34,34
3422,34,34
3423,41,41
3424,39,39
3425,33,33
3426,10,10
3427,34,34
3428,5,5
3429,19,19
3430,19,19
3431,24,24
3432,0,0
3433,14,14
3434,14,14
3435,19,19
3436,8,8
3437,54,54
3438,16,16
3439,53,53
3440,0,0
3441,3,3
3442,46,46
3443,0,0
3444,49,49
3445,11,11
3446,36,36
3447,62,62
3448,12,12
3449,8,8
3450,44,44
3451,49,49
3452,13,13
3453,20,20
3454,38,38
3455,15,15
3456,0,0
3457,24,24
3458,45,45
3459,0,0
3460,23,23
3461,9,9
3462,32,32
3463,31,31
3464,30,30
3465,7,7
3466,32,32
3467,29,29
3468,42,42
3469,30,30
3470,285,285
3471,33,33
3472,47,47
3473,60,60
3474,13,13
3475,1,1
3476,0,0
3477,96,96
3478,0,0
3479,17,17
3480,37,37
3481,15,15
3482,26,26
3483,3,3
3484,32,32
3485,5,5
3486,9,9
3487,16,16
3488,20,20
3489,0,0
3490,53,53
3491,17,17
3492,34,34
3493,11,11
3494,12,12
3495,9,9
3496,38,38
3497,25,25
3498,0,0
3499,0,0
3500,27,27
3501,37,37
3502,23,23
3503,17,17
3504,2,2
3505,37,37
3506,51,51
3507,7,7
3508,0,0
3509,31,31
3510,0,0
3511,33,33
3512,13,13
3513,44,44
3514,21,21
3515,0,0
3516,13,13
3517,2,2
3518,61,61
3519,52,52
3520,14,14
3521,36,36
3522,49,49
3523,0,0
3524,7,7
3525,72,72
3526,29,29
3527,0,0
3528,35,35
3529,67,67
3530,15,15
3531,43,43
3532,30,30
3533,13,13
3534,60,60
3535,39,39
3536,44,44
3537,58,58
3538,87,87
3539,40,40
3540,121,121
3541,18,18
3542,95,95
3543,56,56
3544,10,10
3545,13,13
3546,21,21
3547,27,27
3548,32,32
3549,21,21
3550,22,22
3551,19,19
3552,32,32
3553,8,8
3554,0,0
3555,0,0
3556,22,22
3557,28,28
3558,31,31
3559,30,30
3560,20,20
3561,0,0
3562,24,24
3563,0,0
3564,42,42
3565,39,39
3566,48,48
3567,52,52
3568,32,32
3569,38,38
3570,25,25
3571,40,40
3572,31,31
3573,3,3
3574,2,2
3575,0,0
3576,25,25
3577,23,23
3578,44,44
3579,26,26
3580,16,16
3581,28,28
3582,15,15
3583,43,43
3584,24,24
3585,16,16
3586,41,41
3587,32,32
3588,10,10
3589,12,12
3590,0,0
3591,128,128
3592,37,37
3593,26,26
3594,0,0
3595,6,6
3596,30,30
3597,50,50
3598,48,48
3599,14,14
3600,0,0
3601,52,52
3602,24,24
3603,18,18
3604,12,12
3605,3,3
3606,2,2
3607,4,4
3608,33,33
3609,0,0
3610,15,15
3611,6,6
3612,18,18
3613,69,69
3614,111,111
3615,34,34
3616,116,116
3617,53,53
3618,57,57
3619,57,57
3620,56,56
3621,28,28
3622,27,27
3623,33,33
3624,29,29
3625,13,13
3626,10,10
3627,43,43
3628,41,41
3629,4,4
3630,13,13
3631,8,8
3632,17,17
3633,13,13
3634,67,67
3635,14,14
3636,5,5
3637,75,75
3638,46,46
3639,82,82
3640,34,34
3641,14,14
3642,9,9
3643,42,42
3644,40,40
3645,23,23
3646,18,18
3647,38,38
3648,0,0
3649,0,0
3650,8,8
3651,15,15
3652,11,11
3653,123,123
3654,20,20
3655,39,39
3656,24,24
3657,45,45
3658,80,80
3659,22,22
3660,32,32
3661,52,52
3662,45,45
3663,62,62
3664,20,20
3665,47,47
3666,8,8
3667,87,87
3668,59,59
3669,116,116
3670,11,11
3671,28,28
3672,10,10
3673,57,57
3674,31,31
3675,15,15
3676,26,26
3677,1,1
3678,67,67
3679,44,44
3680,13,13
3681,40,40
3682,77,77
3683,11,11
3684,0,0
3685,22,22
3686,47,47
3687,18,18
3688,40,40
3689,17,17
3690,37,37
3691,96,96
3692,53,53
3693,47,47
3694,30,30
3695,0,0
3696,55,55
3697,77,77
3698,15,15
3699,4,4
3700,33,33
3701,2,2
3702,43,43
3703,35,35
3704,33,33
3705,28,28
3706,7,7
3707,70,70
3708,3,3
3709,33,33
3710,14,14
3711,11,11
3712,64,64
3713,20,20
3714,0,0
3715,17,17
3716,8,8
3717,52,52
3718,7,7
3719,40,40
3720,41,41
3721,12,12
3722,62,62
3723,3,3
3724,39,39
3725,7,7
3726,21,21
3727,31,31
3728,41,41
3729,110,110
3730,36,36
3731,56,56
3732,19,19
3733,21,21
3734,17,17
3735,12,12
3736,49,49
3737,0,0
3738,63,63
3739,33,33
3740,41,41
3741,0,0
3742,22,22
3743,16,16
3744,63,63
3745,0,0
3746,25,25
3747,22,22
3748,24,24
3749,19,19
3750,27,27
3751,1,1
3752,12,12
3753,0,0
3754,6,6
3755,40,40
3756,67,67
3757,0,0
3758,0,0
3759,78,78
3760,11,11
3761,43,43
3762,72,72
3763,19,19
3764,11,11
3765,7,7
3766,0,0
3767,0,0
3768,120,120
3769,18,18
3770,66,66
3771,14,14
3772,43,43
3773,20,20
3774,32,32
3775,19,19
3776,10,10
3777,15,15
3778,10,10
3779,8,8
3780,33,33
3781,0,0
3782,0,0
3783,0,0
3784,39,39
3785,32,32
3786,43,43
3787,8,8
3788,36,36
3789,18,18
3790,30,30
3791,8,8
3792,6,6
3793,37,37
3794,17,17
3795,28,28
3796,53,53
3797,49,49
3798,60,60
3799,0,0
3800,70,70
3801,12,12
3802,70,70
3803,19,19
3804,24,24
3805,36,36
3806,13,13
3807,125,125
3808,42,42
3809,60,60
3810,0,0
3811,55,55
3812,53,53
3813,27,27
3814,19,19
3815,18,18
3816,42,42
3817,19,19
3818,76,76
3819,55,55
3820,2,2
3821,54,54
3822,13,13
3823,35,35
3824,42,42
3825,30,30
3826,2,2
3827,11,11
3828,5,5
3829,14,14
3830,84,84
3831,68,68
3832,12,12
3833,42,42
3834,0,0
3835,26,26
3836,9,9
3837,10,10
3838,27,27
3839,8,8
3840,55,55
3841,121,121
3842,86,86
3843,18,18
3844,33,33
3845,31,31
3846,6,6
3847,76,76
3848,76,76
3849,36,36
3850,27,27
3851,58,58
3852,29,29
3853,5,5
3854,42,42
3855,69,69
3856,84,84
3857,31,31
3858,0,0
3859,5,5
3860,14,14
3861,38,38
3862,94,94
3863,58,58
3864,24,24
3865,47,47
3866,7,7
3867,46,46
3868,127,127
3869,6,6
3870,58,58
3871,15,15
3872,37,37
3873,0,0
3874,62,62
3875,29,29
3876,17,17
3877,98,98
3878,22,22
3879,14,14
3880,23,23
3881,16,16
3882,29,29
3883,14,14
3884,2,2
3885,52,52
3886,25,25
3887,0,0
3888,30,30
3889,35,35
3890,55,55
3891,46,46
3892,7,7
3893,40,40
3894,3,3
3895,0,0
3896,17,17
3897,11,11
3898,43,43
3899,40,40
3900,1,1
3901,1,1
3902,31,31
3903,0,0
3904,30,30
3905,74,74
3906,48,48
3907,20,20
3908,47,47
3909,25,25
3910,61,61
3911,49,49
3912,68,68
3913,0,0
3914,9,9
3915,22,22
3916,63,63
3917,17,17
3918,118,118
3919,25,25
3920,90,90
3921,27,27
3922,5,5
3923,25,25
3924,20,20
3925,47,47
3926,8,8
3927,72,72
3928,7,7
3929,95,95
3930,45,45
3931,71,71
3932,43,43
3933,7,7
3934,15,15
3935,29,29
3936,23,23
3937,44,44
3938,16,16
3939,112,112
3940,26,26
3941,0,0
3942,10,10
3943,60,60
3944,13,13
3945,30,30
3946,20,20
3947,31,31
3948,12,12
3949,39,39
3950,8,8
3951,76,76
3952,12,12
3953,33,33
3954,53,53
3955,4,4
3956,36,36
3957,17,17
3958,78,78
3959,40,40
3960,22,22
3961,20,20
3962,29,29
3963,19,19
3964,32,32
3965,50,50
3966,31,31
3967,115,115
3968,32,32
3969,0,0
3970,28,28
3971,121,121
3972,64,64
3973,51,51
3974,11,11
3975,11,11
3976,48,48
3977,0,0
3978,17,17
3979,51,51
3980,21,21
3981,4,4
3982,88,88
3983,30,30
3984,22,22
3985,25,25
3986,36,36
3987,34,34
3988,53,53
3989,89,89
3990,11,11
3991,65,65
3992,9,9
3993,57,57
3994,16,16
3995,0,0
3996,9,9
3997,47,47
3998,4,4
3999,61,61
4000,33,33
4001,22,22
4002,18,18
4003,30,30
4004,6,6
4005,49,49
4006,38,38
4007,52,52
4008,13,13
4009,48,48
4010,93,93
4011,29,29
4012,0,0
4013,21,21
4014,66,66
4015,23,23
4016,11,11
4017,4,4
4018,14,14
4019,4,4
4020,41,41
4021,41,41
4022,65,65
4023,53,53
4024,55,55
4025,6,6
4026,31,31
4027,66,66
4028,20,20
4029,14,14
4030,33,33
4031,19,19
4032,0,0
4033,37,37
4034,60,60
4035,99,99
4036,30,30
4037,61,61
4038,4,4
4039,42,42
4040,159,159
4041,83,83
4042,19,19
4043,17,17
4044,0,0
4045,59,59
4046,27,27
4047,4,4
4048,14,14
4049,0,0
4050,87,87
4051,34,34
4052,54,54
4053,6,6
4054,23,23
4055,66,66
4056,129,129
4057,13,13
4058,0,0
4059,26,26
4060,0,0
4061,16,16
4062,33,33
4063,12,12
4064,30,30
4065,44,44
4066,20,20
4067,65,65
4068,15,15
4069,127,127
4070,6,6
4071,11,11
4072,40,40
4073,51,51
4074,48,48
4075,60,60
4076,13,13
4077,61,61
4078,36,36
4079,36,36
4080,3,3
4081,93,93
4082,54,54
4083,54,54
4084,45,45
4085,17,17
4086,14,14
4087,25,25
4088,7,7
4089,8,8
4090,53,53
4091,34,34
4092,44,44
4093,17,17
4094,17,17
4095,22,22
4096,6,6
4097,36,36
4098,5,5
4099,61,61
4100,72,72
4101,19,19
4102,58,58
4103,37,37
4104,9,9
4105,17,17
4106,0,0
4107,73,73
4108,30,30
4109,16,16
4110,30,30
4111,5,5
4112,13,13
4113,50,50
4114,14,14
4115,69,69
4116,0,0
4117,17,17
4118,20,20
4119,32,32
4120,2,2
4121,25,25
4122,33,33
4123,0,0
4124,26,26
4125,44,44
4126,5,5
4127,30,30
4128,5,5
4129,61,61
4130,6,6
4131,8,8
4132,0,0
4133,28,28
4134,36,36
